H Left hand Bat,A Left hand Bat,H NoBat,A NoBat,H Right hand Bat,A Right hand Bat,City,H Left Arm Wrist Spinner,A Left Arm Wrist Spinner,H Right Arm Spinner,A Right Arm Spinner,H Left Arm Fast,A Left Arm Fast,H Right Arm Fast,A Right Arm Fast,H NoBowl,A NoBowl,H Left Arm Spinner,A Left Arm Spinner,H Right Arm Wrist Spinner,A Right Arm Wrist Spinner,H Top order Batter,A Top order Batter,H Bowling Allrounder,A Bowling Allrounder,H Wicketkeeper,A Wicketkeeper,H Allrounder,A Allrounder,H Batting Allrounder,A Batting Allrounder,H Batter,A Batter,H Middle order Batter,A Middle order Batter,H Opening Batter,A Opening Batter,H Bowler,A Bowler,Result
2,3,0,0,9,8,London,1,0,1,3,0,1,7,4,0,2,1,1,1,0,1,0,1,2,1,0,1,2,2,0,0,2,1,1,1,1,3,3,0
3,2,0,0,8,9,Birmingham,0,0,3,2,0,1,6,6,1,0,0,1,1,1,2,1,0,2,0,0,2,1,0,1,2,0,1,1,1,1,3,4,0
2,3,0,0,9,8,Leeds,0,2,4,2,1,0,4,5,0,0,2,1,0,1,0,2,0,2,1,1,3,0,0,0,3,1,1,1,1,1,2,3,0
0,3,0,0,11,8,Hove,0,0,0,3,0,2,6,4,2,0,1,1,2,1,0,4,0,0,1,1,2,1,0,0,3,0,2,0,0,1,3,4,1
2,5,0,0,9,6,Chelmsford,0,1,2,1,1,2,6,5,1,1,1,0,0,1,1,1,1,0,1,2,3,3,1,1,1,0,1,1,0,0,2,3,0
0,3,0,0,11,8,Leicester,0,1,3,1,0,0,4,5,2,2,1,1,1,1,1,0,1,2,2,2,0,0,2,1,0,1,2,2,0,0,3,3,0
0,0,0,0,11,11,Taunton,0,0,1,2,0,1,7,4,1,2,1,0,1,2,0,2,2,1,0,2,2,1,1,0,1,0,1,1,1,1,3,3,1
2,3,0,0,9,8,Chester-le-Street,0,1,1,1,1,0,2,5,4,2,1,1,2,1,1,0,2,2,3,2,0,0,2,1,0,2,0,1,0,0,3,3,0
3,2,0,0,8,9,Manchester,0,1,2,1,0,1,7,4,1,1,1,1,0,2,2,2,0,1,1,2,3,1,1,1,0,0,0,1,2,0,2,3,1
5,4,0,0,6,7,Worcester,0,1,1,3,3,1,4,4,1,0,1,2,1,0,0,0,1,0,1,1,0,3,2,0,2,2,1,1,1,1,3,3,1
3,3,0,0,8,8,Nottingham,0,0,3,2,2,2,3,4,2,2,1,0,0,1,2,0,1,1,1,1,2,0,0,2,1,0,0,3,1,1,3,3,0
3,1,0,0,8,10,Leicester,0,0,3,3,0,0,7,7,0,1,1,0,0,0,2,1,1,0,1,0,1,4,2,0,0,0,0,3,1,1,3,2,0
2,2,0,0,9,9,Chelmsford,0,0,1,2,1,0,4,4,2,3,1,2,2,0,1,1,0,1,2,1,3,1,1,0,0,1,0,1,0,2,4,3,0
3,4,0,0,8,7,Worcester,0,0,1,1,0,3,5,4,2,2,1,0,2,1,0,1,1,2,2,1,1,0,0,3,2,0,0,2,0,0,5,2,0
3,2,0,0,8,9,Derby,0,0,1,2,0,1,6,5,1,1,2,1,1,1,0,2,0,0,0,1,3,3,1,1,2,0,1,1,1,0,3,3,0
5,4,0,0,6,7,Chester-le-Street,2,2,2,4,0,0,6,3,1,1,0,1,0,0,1,1,1,0,2,0,2,1,1,0,0,2,1,2,1,1,2,4,1
2,3,0,0,9,8,Chester-le-Street,0,1,1,5,0,1,7,3,2,0,0,0,1,1,0,0,2,1,3,1,2,1,0,0,1,2,1,1,0,1,2,4,1
2,2,0,0,9,9,Northampton,1,0,1,2,1,0,6,8,1,0,0,0,1,1,1,2,0,2,1,0,2,2,1,1,1,0,0,1,1,1,4,2,1
4,4,0,0,7,7,Chester-le-Street,0,0,3,1,2,0,4,5,1,2,0,1,1,2,0,1,2,1,1,2,0,1,3,0,0,2,2,0,1,0,2,4,0
1,2,0,0,10,9,Nottingham,0,0,1,2,0,1,6,4,2,2,0,1,2,1,1,0,2,0,2,2,1,2,0,1,2,1,1,1,0,1,2,3,0
2,1,0,0,9,10,Worcester,0,0,2,3,1,0,4,5,2,1,1,2,1,0,0,0,1,1,1,1,0,0,2,3,2,0,2,1,1,1,2,4,0
4,0,0,0,7,11,Hove,1,0,1,3,1,0,4,5,2,1,2,1,0,1,1,3,0,2,1,1,2,1,1,0,0,1,1,0,2,0,3,3,1
3,2,0,0,8,9,Unknown,0,1,1,0,1,1,5,4,2,2,1,2,1,1,1,0,0,1,1,2,2,1,1,0,0,1,2,2,0,0,4,4,1
4,3,0,0,7,8,Chelmsford,1,0,1,3,0,1,6,5,2,1,0,0,1,1,2,3,1,0,1,1,0,2,1,0,1,0,1,1,0,0,4,4,2
4,1,0,0,7,10,Taunton,1,0,0,0,1,1,7,7,1,1,0,1,1,1,1,0,0,1,2,0,3,3,0,2,0,0,1,2,0,1,4,2,0
1,3,0,0,10,8,Manchester,0,1,2,3,1,0,2,5,2,1,1,0,3,1,0,0,0,0,2,0,2,3,3,0,1,1,0,2,0,2,3,3,0
2,3,0,0,9,8,Nottingham,0,0,2,3,1,0,4,7,2,1,1,0,1,0,0,1,0,0,1,0,2,2,1,1,1,0,1,3,1,1,4,3,0
3,3,0,0,8,8,Liverpool,1,0,1,0,1,1,4,4,1,2,1,2,2,2,0,0,0,2,1,2,3,0,1,0,1,1,1,1,1,1,3,4,0
1,2,0,0,10,9,Chester-le-Street,0,0,1,1,0,2,5,4,2,2,1,1,2,1,1,0,1,1,2,2,2,2,0,1,1,0,1,1,0,1,3,3,0
3,1,0,0,8,10,Birmingham,0,0,3,4,1,0,6,5,0,1,1,0,0,1,3,2,2,0,0,0,1,2,1,0,0,2,0,1,1,1,3,3,0
3,2,0,0,8,9,London,0,0,3,2,1,0,4,5,0,2,2,2,1,0,4,2,0,2,1,1,2,1,0,1,0,0,0,0,1,1,3,3,0
2,2,0,0,9,9,Hove,0,0,2,3,2,1,4,7,1,0,1,0,1,0,3,2,0,2,0,0,1,0,0,2,2,0,0,1,1,1,4,3,0
4,4,0,0,7,7,Manchester,1,1,4,1,1,1,2,3,1,3,2,1,0,1,1,2,1,2,1,2,1,0,3,1,0,1,0,0,0,1,4,2,0
3,3,0,0,8,8,Nottingham,0,0,2,1,0,1,4,3,3,3,1,1,1,2,3,1,1,2,1,2,1,0,1,1,0,1,0,0,1,1,3,3,1
2,1,0,0,9,10,Taunton,0,1,1,2,1,1,6,5,1,1,1,0,1,1,1,1,2,1,0,1,1,2,1,0,1,2,1,0,1,1,3,3,1
3,4,0,0,8,7,Radlett,1,2,2,2,0,0,7,3,0,3,1,0,0,1,1,2,1,0,1,1,1,2,1,0,1,1,2,1,0,0,3,4,0
3,2,0,0,8,9,Derby,0,0,2,1,0,1,4,5,3,1,1,1,1,2,3,0,1,1,1,1,1,2,1,0,0,2,0,1,1,0,3,4,2
2,3,0,0,9,8,Taunton,1,1,1,2,1,0,5,6,1,1,1,0,1,1,0,1,0,0,0,2,2,2,2,1,2,0,1,1,1,0,3,4,0
3,2,0,0,8,9,Chelmsford,1,0,0,1,1,2,6,5,1,2,1,1,1,0,2,1,1,0,1,2,2,2,1,1,0,0,1,0,0,1,3,4,0
2,4,0,0,9,7,Leicester,0,0,1,3,2,1,4,5,2,1,1,0,1,1,0,2,0,2,1,2,1,1,1,1,0,0,2,0,2,0,4,3,1
3,3,0,0,8,8,Northampton,2,0,2,3,0,1,5,6,0,0,1,1,1,0,2,3,2,2,1,0,1,1,0,1,1,0,0,0,1,1,3,3,1
2,2,0,0,9,9,Nottingham,0,0,3,2,0,1,6,4,1,2,1,1,0,1,2,0,1,0,2,2,0,2,1,1,1,1,0,1,0,1,4,3,1
1,2,0,0,10,9,Manchester,0,0,2,2,1,2,3,4,2,2,1,0,2,1,0,1,1,2,2,1,1,0,3,2,0,0,0,2,1,1,3,2,0
4,1,0,0,7,10,Hove,1,0,2,1,1,1,5,6,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,3,1,0,1,1,3,4,1
2,1,0,0,9,10,Hove,1,0,1,3,1,1,4,4,3,0,1,2,0,1,1,0,1,0,1,1,2,1,1,1,0,1,1,1,1,1,3,5,0
2,2,0,0,9,9,Hove,0,0,2,1,1,2,5,5,2,0,0,2,1,1,0,2,1,2,2,0,2,1,0,2,1,1,1,0,1,0,3,3,0
2,5,0,0,9,6,Hove,0,1,1,3,2,0,5,4,0,2,2,1,1,0,2,1,2,0,0,1,1,0,2,1,1,1,0,1,0,1,3,5,2
3,2,0,0,8,9,Leicester,0,0,3,2,0,2,7,3,0,2,1,0,0,2,2,0,2,1,1,2,1,1,2,3,0,0,0,0,0,1,3,3,0
5,1,0,0,6,10,Canterbury,0,0,2,3,0,1,6,4,1,0,1,2,1,1,1,0,0,0,1,1,3,1,1,1,0,1,2,1,1,1,2,5,0
1,4,0,0,10,7,Hove,0,2,4,1,1,1,3,5,1,1,1,0,1,1,3,3,0,0,0,1,0,3,0,1,1,0,1,0,1,0,5,3,1
2,1,0,0,9,10,Taunton,0,0,2,1,1,0,5,7,2,1,1,1,0,1,2,0,1,1,0,1,3,3,0,1,0,0,1,1,1,1,3,3,0
2,2,0,0,9,9,Birmingham,0,0,2,3,0,0,7,7,0,1,1,0,1,0,2,1,1,0,0,0,2,3,1,0,0,0,1,3,1,1,3,3,2
5,4,0,0,6,7,Canterbury,0,2,2,1,0,1,6,5,1,1,1,0,1,1,1,2,0,0,2,2,3,3,0,1,0,0,2,0,0,0,3,3,0
1,2,0,0,10,9,Manchester,0,0,4,1,0,2,4,5,1,2,1,0,1,1,0,1,0,2,1,1,1,0,3,2,1,1,0,1,2,1,3,2,1
3,1,0,0,8,10,Richmond,1,1,1,2,2,1,5,7,1,0,1,0,0,0,1,1,0,1,1,1,4,1,1,0,0,1,2,1,0,1,2,4,0
2,1,0,0,9,10,Derby,1,0,1,3,1,0,6,7,1,1,0,0,1,0,1,1,0,0,1,0,2,4,1,0,1,0,0,3,1,1,4,2,1
5,4,0,0,6,7,London,0,0,1,3,3,0,4,4,1,2,1,2,1,0,0,1,1,1,1,1,0,2,2,0,2,0,1,0,1,2,3,4,0
3,2,0,0,8,9,Derby,1,0,2,1,1,1,4,2,1,4,1,1,1,2,0,1,2,2,1,3,2,0,0,2,1,0,1,0,1,0,3,3,0
4,2,0,0,7,9,Radlett,1,0,2,2,0,1,5,5,3,0,0,2,0,1,0,1,1,0,1,1,1,2,1,0,1,0,2,2,0,1,4,4,0
1,3,0,0,10,8,Chester-le-Street,0,1,2,3,1,0,5,6,1,1,1,0,1,0,0,2,0,0,1,2,2,4,2,0,1,0,0,1,2,0,3,2,1
2,3,0,0,9,8,London,1,0,1,1,0,0,5,5,2,3,1,2,1,0,2,1,1,2,2,2,1,1,2,1,0,0,0,0,0,1,3,3,0
3,2,0,0,8,9,Bristol,0,1,2,1,1,0,5,7,0,0,2,1,1,1,1,1,0,1,2,1,2,1,0,2,0,0,1,2,1,1,4,2,1
3,2,0,0,8,9,London,0,0,2,1,0,2,4,5,3,2,2,1,0,0,2,1,1,0,2,2,1,2,1,1,0,0,0,0,1,1,3,4,0
3,3,0,0,8,8,London,2,0,1,3,0,1,4,4,3,2,0,1,1,0,1,0,1,0,1,2,2,2,0,1,1,1,1,1,0,0,4,4,0
4,1,0,0,7,10,Canterbury,0,0,2,3,0,1,6,3,1,2,1,1,1,1,1,1,0,1,1,2,4,0,0,3,0,0,2,0,1,1,2,3,0
1,2,0,0,10,9,Birmingham,0,0,3,2,1,1,3,6,2,0,1,1,1,1,1,1,1,2,2,0,0,1,3,1,0,0,0,1,1,1,3,4,1
3,3,0,0,8,8,Derby,0,1,2,2,1,1,4,4,2,1,2,1,0,1,0,0,1,2,2,1,1,2,2,0,0,1,0,1,1,1,4,3,0
4,0,0,0,7,11,London,2,0,1,1,1,0,5,7,1,1,0,1,1,1,2,0,0,2,2,0,3,3,1,1,0,2,0,0,0,1,3,2,1
3,3,0,0,8,8,Worcester,1,0,3,2,1,2,5,3,0,2,0,0,1,2,1,0,2,1,1,1,0,0,1,2,3,1,0,2,0,0,3,4,1
3,4,0,0,8,7,Southampton,0,1,3,1,2,1,4,6,1,1,1,0,0,1,1,1,0,1,1,1,2,1,0,1,2,1,0,1,2,1,3,3,1
2,2,0,0,9,9,Canterbury,0,0,2,2,1,1,5,5,2,2,0,1,1,0,0,1,1,1,2,2,2,0,0,0,1,0,1,2,1,1,3,4,2
4,1,0,0,7,10,Beckenham,0,0,2,0,1,1,6,4,1,3,1,2,0,1,0,0,0,0,1,1,3,2,0,0,0,3,2,2,1,1,4,2,0
2,1,0,0,9,10,Taunton,0,0,1,1,1,1,5,6,2,1,0,1,2,1,1,0,0,1,2,0,3,2,1,3,0,0,0,1,0,2,4,2,0
1,1,0,0,10,10,Hove,0,0,3,1,0,1,4,6,1,1,2,1,1,1,3,0,1,1,1,0,1,2,1,3,1,0,0,1,0,2,3,2,0
4,1,0,0,7,10,Manchester,2,0,2,4,0,0,7,4,0,1,0,1,0,1,2,1,0,0,1,1,3,1,1,3,0,1,1,0,1,1,2,3,1
2,2,0,0,9,9,Southampton,2,0,2,0,1,1,6,5,0,2,0,1,0,2,2,1,1,1,1,1,1,3,0,0,1,2,0,0,1,0,4,3,0
1,2,0,0,10,9,Cheltenham,0,0,3,1,1,1,4,5,1,1,0,2,2,1,2,1,0,1,1,1,1,1,1,0,0,1,1,2,0,0,5,4,2
3,2,0,0,8,9,Nottingham,0,0,1,1,0,1,5,5,2,2,1,1,2,1,1,0,1,0,2,1,1,2,0,2,2,1,0,1,0,0,4,4,1
3,3,0,0,8,8,Birmingham,0,0,3,2,0,2,6,5,1,1,0,0,1,1,1,0,0,2,0,1,1,1,0,2,3,2,1,1,1,0,4,2,1
3,2,0,0,8,9,London,2,0,3,2,1,1,5,5,0,2,0,1,0,0,2,2,1,1,1,0,1,3,0,0,1,0,1,1,0,1,4,3,1
2,2,0,0,9,9,Chester-le-Street,1,0,1,3,0,0,5,5,2,2,1,1,1,0,1,2,1,0,1,1,0,2,0,1,2,0,1,0,1,2,4,3,0
3,4,0,0,8,7,London,0,1,3,3,1,0,4,4,1,2,1,1,1,0,3,0,0,0,1,1,2,0,0,1,0,2,1,1,0,1,4,5,2
2,1,0,0,9,10,Northampton,0,0,2,2,0,1,7,3,1,2,1,1,0,2,1,0,1,0,1,2,0,2,2,3,0,0,1,0,1,1,4,3,1
4,3,0,0,7,8,London,1,2,2,1,1,0,4,4,3,2,0,1,0,1,0,2,0,0,1,1,2,3,1,1,1,0,2,1,1,0,3,3,0
3,1,0,0,8,10,Northampton,0,0,1,3,0,0,7,6,2,1,0,1,1,0,0,1,2,1,3,1,1,0,0,2,1,0,1,1,1,1,2,4,2
1,2,0,0,10,9,Manchester,0,0,3,1,1,1,4,5,1,2,1,1,1,1,1,1,1,0,1,1,1,2,3,1,0,0,0,2,2,1,2,3,0
3,2,0,0,8,9,Northampton,1,0,2,3,0,1,7,5,0,1,1,1,0,0,0,1,1,2,1,1,1,0,2,2,0,0,1,1,1,1,4,3,0
2,3,0,0,9,8,Chester-le-Street,0,2,1,2,1,0,5,5,2,1,1,0,1,1,1,1,0,0,1,2,2,3,1,1,0,1,2,1,1,0,3,2,1
1,2,0,0,10,9,Brighton,0,0,2,1,1,1,4,5,0,1,3,2,1,1,2,1,1,1,1,1,1,1,1,0,1,1,0,2,0,0,4,4,0
1,2,0,0,10,9,Brighton,0,0,2,1,1,1,4,5,0,1,3,2,1,1,2,1,1,1,1,1,1,1,1,0,1,1,0,2,0,0,4,4,0
0,3,0,0,11,8,Leicester,0,1,3,2,0,0,4,6,2,0,1,0,1,2,1,1,1,3,2,1,0,0,2,1,0,2,2,1,0,0,3,2,1
2,2,0,0,9,9,Brighton,0,0,3,2,0,1,4,6,3,0,1,1,0,1,0,2,1,1,0,0,0,2,0,2,3,0,2,1,1,0,4,3,2
5,2,0,0,6,9,Derby,1,0,1,1,1,2,5,6,0,2,1,0,2,0,0,0,1,2,0,1,4,0,0,1,1,0,1,3,1,1,3,3,1
4,2,0,0,7,9,Derby,1,0,1,4,1,1,5,4,0,1,1,1,2,0,0,1,1,0,0,2,5,0,0,2,1,2,1,0,1,0,2,4,0
3,3,0,0,8,8,Leicester,0,0,3,3,1,0,5,6,1,1,1,0,0,1,2,2,3,2,1,2,1,1,0,1,0,0,0,0,1,0,3,3,2
3,2,0,0,8,9,Northampton,0,0,3,4,1,0,5,5,1,1,1,0,0,1,2,1,3,0,1,0,1,2,0,0,0,3,0,1,1,1,3,3,1
2,2,0,0,9,9,Taunton,0,0,2,2,0,1,6,4,1,1,2,2,0,1,0,0,0,2,1,1,1,2,3,2,0,2,1,0,1,0,4,2,0
2,1,0,0,9,10,Southampton,0,0,2,2,2,1,4,4,2,2,0,1,1,1,0,2,0,1,2,2,2,0,0,0,2,0,1,2,0,1,4,3,0
3,1,0,0,8,10,Northampton,0,0,1,3,2,0,4,6,0,1,3,1,1,0,1,0,1,2,1,1,2,1,0,2,0,0,2,1,1,1,3,3,1
2,4,0,0,9,7,Birmingham,0,1,2,3,0,0,7,6,1,1,1,0,0,0,2,1,1,0,3,0,0,3,1,0,0,1,0,2,0,0,4,4,1
1,1,0,0,10,10,Northampton,0,0,2,1,0,1,6,4,1,2,1,1,1,2,1,2,1,0,1,2,1,2,1,1,0,0,1,1,1,0,4,3,0
3,3,0,0,8,8,Derby,0,0,2,2,0,1,5,5,1,1,2,1,1,1,0,0,0,0,1,1,4,3,1,2,1,1,1,0,1,1,2,3,1
4,3,0,0,7,8,Birmingham,0,1,2,3,3,0,4,6,2,1,0,0,0,0,1,1,2,0,1,0,0,3,2,0,1,0,2,3,0,1,2,3,1
4,2,0,0,7,9,Leeds,1,0,3,2,1,2,5,5,0,2,0,0,1,0,0,0,3,1,1,1,1,0,0,1,3,0,1,3,0,1,2,4,0
4,3,0,0,7,8,Beckenham,1,0,1,1,2,0,4,6,2,2,1,1,0,1,1,2,1,0,1,2,4,0,1,0,0,1,2,1,0,1,1,4,0
2,1,0,0,9,10,London,0,0,3,2,0,1,4,5,2,2,1,1,1,0,2,1,1,1,1,2,2,1,1,0,1,0,1,1,0,1,2,4,0
4,2,0,0,7,9,Leeds,1,1,4,2,1,1,4,3,0,2,0,1,1,1,1,0,2,2,1,2,1,1,0,2,2,0,1,0,0,1,3,3,0
4,2,0,1,7,8,Birmingham,0,0,2,3,2,0,5,6,1,1,0,0,1,1,0,1,0,0,1,0,0,2,2,0,2,3,1,0,2,1,3,3,0
3,0,0,0,8,11,Cardiff,2,0,2,1,1,0,5,7,1,1,0,1,0,1,2,0,1,0,1,0,1,3,1,1,1,2,0,1,0,1,4,3,1
4,4,0,0,7,7,Chesterfield,2,1,3,3,1,1,3,3,0,0,1,3,1,0,3,0,1,0,1,1,1,4,0,0,1,2,0,1,1,1,3,2,1
5,3,0,0,6,8,London,1,0,1,1,1,1,6,4,1,3,0,1,1,1,2,1,0,2,1,2,3,1,1,0,0,0,1,0,0,3,3,2,1
2,3,0,0,9,8,Northampton,0,0,1,3,2,1,4,5,2,1,1,1,1,0,0,2,0,3,1,1,2,1,1,0,0,0,2,0,1,1,4,3,1
3,2,0,0,8,9,Birmingham,0,0,4,1,0,2,6,5,1,2,0,0,0,1,1,1,1,2,1,1,0,0,0,2,2,1,1,1,1,1,4,2,0
1,1,0,0,10,10,Bristol,0,0,0,4,2,1,4,2,2,1,2,2,1,1,0,2,0,1,1,1,1,0,0,0,2,1,2,1,1,1,4,4,0
3,3,0,0,8,8,Leeds,2,0,1,2,1,1,5,6,0,0,0,1,2,1,3,2,1,2,1,0,1,1,0,0,0,1,1,0,0,1,4,4,0
3,4,0,0,8,7,Birmingham,1,2,3,2,0,0,5,5,1,1,0,0,1,1,2,1,0,1,1,2,2,2,0,1,2,1,0,0,1,1,3,2,1
1,4,0,0,10,7,Manchester,0,0,3,3,1,2,4,4,1,1,1,0,1,1,1,0,1,2,1,1,1,0,3,3,0,1,0,1,1,1,3,2,0
4,3,0,0,7,8,London,0,0,2,2,0,1,6,5,1,2,1,1,1,0,1,0,0,1,0,2,4,2,0,0,1,0,2,1,1,0,2,5,1
2,4,0,0,9,7,Cardiff,0,2,2,1,1,2,7,4,0,1,0,1,1,0,0,2,1,1,0,2,2,1,1,0,0,0,2,1,2,0,3,4,0
1,3,0,0,10,8,London,0,0,3,2,1,0,3,6,1,2,2,1,1,0,3,0,1,1,1,1,0,1,1,0,1,1,0,0,0,3,4,4,2
2,5,0,0,9,6,Worcester,0,1,1,1,2,1,5,4,2,0,0,2,1,2,0,0,1,1,1,0,0,5,2,0,0,1,3,1,1,1,3,2,1
2,2,0,0,9,9,Chester-le-Street,1,0,2,1,2,0,3,6,2,2,0,0,1,2,0,1,2,1,2,2,1,1,2,0,0,2,0,0,1,0,3,4,1
2,1,0,0,9,10,Brighton,0,0,2,2,1,1,4,4,1,3,2,1,1,0,2,1,1,0,1,3,1,1,1,0,1,0,0,1,0,1,4,4,1
4,2,0,0,7,9,Nottingham,0,0,1,4,2,1,4,4,2,1,2,1,0,0,2,1,1,0,1,2,3,0,0,2,0,2,0,0,1,0,3,4,0
4,1,0,0,7,10,Leeds,1,0,3,2,1,1,5,4,0,2,0,1,1,1,1,0,2,0,1,1,1,2,0,1,2,1,1,1,0,1,3,4,0
2,4,0,0,9,7,London,0,1,3,1,1,1,3,6,2,1,1,0,1,1,2,1,1,0,1,2,1,2,0,1,0,0,1,1,2,0,3,4,1
5,1,0,0,6,10,Chester-le-Street,2,0,2,2,0,0,6,6,1,1,0,1,0,1,1,1,1,1,2,1,2,1,1,1,0,0,1,1,1,1,2,4,1
2,1,0,0,9,10,Cardiff,2,0,2,1,1,0,6,7,0,1,0,1,0,1,2,0,1,1,1,1,1,4,1,1,1,0,0,2,0,0,4,2,2
3,4,0,0,8,7,Chester-le-Street,1,1,1,1,0,2,6,3,1,1,1,1,1,2,1,0,2,0,0,1,0,2,1,1,1,1,1,1,1,1,4,4,1
4,1,0,0,7,10,Leicester,1,0,1,4,2,0,3,4,1,0,1,1,2,2,0,0,0,1,1,1,3,0,1,3,1,2,1,0,1,0,3,4,1
0,3,0,0,11,8,Cardiff,0,0,2,1,1,2,7,4,0,0,1,3,0,1,0,1,1,1,1,1,1,2,1,0,1,0,1,2,1,1,4,3,1
1,1,0,0,10,10,Manchester,0,1,3,3,0,0,5,5,1,1,1,1,1,0,1,2,0,2,1,1,1,1,3,1,0,1,0,1,2,0,3,2,1
1,1,0,0,10,10,Nottingham,0,0,3,0,0,1,6,6,1,1,1,1,0,2,1,2,1,0,1,0,0,2,2,1,0,0,1,2,1,1,4,3,0
2,0,0,0,9,11,Leicester,0,0,2,2,2,0,4,4,1,3,0,1,2,1,0,0,1,1,1,3,0,0,2,2,2,0,1,2,0,0,4,3,0
4,3,0,0,7,8,Hove,0,1,3,2,1,1,5,4,1,1,1,1,0,1,1,3,0,0,1,1,3,1,1,0,0,1,2,0,1,1,2,4,1
2,2,0,0,9,9,London,0,0,2,2,0,0,7,4,1,2,1,0,0,3,2,2,0,0,1,1,1,1,0,0,2,1,0,0,1,1,4,5,1
4,2,0,0,7,9,Chester-le-Street,1,0,1,5,0,1,5,3,1,1,1,0,2,1,1,0,2,2,0,1,0,0,0,1,4,0,0,2,1,2,3,3,0
2,2,0,0,9,9,London,0,0,3,2,1,1,3,3,2,1,1,2,1,2,2,2,1,1,1,1,2,1,0,1,1,1,1,0,0,0,3,4,1
1,3,0,0,10,8,Nottingham,1,0,2,3,1,0,4,4,1,2,1,1,1,1,1,2,1,1,1,1,2,1,0,1,2,0,0,0,1,2,3,3,1
2,0,0,0,9,11,Bristol,0,0,1,2,2,1,5,6,1,1,1,1,1,0,1,0,0,1,1,1,1,3,0,0,1,2,2,1,0,0,5,3,1
1,2,0,0,10,9,Chesterfield,0,0,3,3,0,0,6,4,1,1,1,3,0,0,1,0,1,0,1,0,0,4,2,0,0,4,1,0,1,1,4,2,1
3,2,0,0,8,9,Southampton,2,0,1,3,0,2,6,4,1,1,1,1,0,0,2,1,0,1,2,1,1,1,1,0,0,2,1,0,0,2,4,3,1
2,4,0,0,9,7,Worcester,0,0,3,3,1,2,5,4,1,1,1,0,0,1,1,0,2,2,1,1,0,0,2,3,0,1,1,1,1,1,3,2,1
2,2,0,0,9,9,Northampton,0,0,2,2,1,0,5,5,1,2,1,2,1,0,0,0,1,0,1,2,0,0,2,3,2,0,1,1,1,1,3,4,1
2,1,0,0,9,10,Unknown,2,0,2,3,1,0,6,5,0,0,0,2,0,1,2,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,4,4,1
2,2,0,0,9,9,Southampton,0,0,1,2,2,1,7,4,0,3,0,1,1,0,0,0,2,1,0,1,3,0,0,0,1,2,0,1,2,2,3,4,0
1,2,0,0,10,9,Leicester,1,0,3,1,0,1,6,7,1,1,0,1,0,0,1,2,1,1,1,2,0,0,2,1,0,0,1,0,1,1,4,4,1
3,1,0,0,8,10,Birmingham,0,1,3,3,0,0,7,5,1,1,0,1,0,0,1,1,0,1,0,1,4,0,0,2,1,0,2,1,0,0,3,5,0
2,3,0,0,9,8,Bristol,0,0,3,1,0,1,5,5,1,0,2,3,0,1,0,1,1,1,1,1,1,2,4,0,0,0,0,2,1,1,3,3,0
3,1,0,0,8,10,Chelmsford,0,0,3,3,2,1,4,4,1,1,0,1,1,1,2,1,0,1,1,1,2,2,0,0,0,2,1,1,0,0,5,3,0
2,3,0,0,9,8,Bristol,0,1,1,1,1,2,6,5,1,1,1,1,1,0,1,1,0,0,1,1,2,4,0,1,1,0,2,2,0,0,4,2,1
3,6,0,0,8,5,Northampton,0,1,3,1,0,1,6,4,1,0,1,2,0,2,1,0,2,1,1,0,1,4,2,0,0,1,1,1,0,1,3,3,0
2,3,0,0,9,8,Bristol,0,0,1,2,1,0,6,5,1,2,1,2,1,0,1,0,0,0,1,1,2,1,0,0,1,1,2,0,0,3,4,5,1
2,2,0,0,9,9,Taunton,1,0,1,2,1,1,5,5,1,3,1,0,1,0,0,1,1,0,0,3,1,1,2,0,2,0,1,1,1,1,3,4,1
1,4,0,0,10,7,Birmingham,0,0,2,2,1,3,4,3,1,2,2,0,1,1,2,1,0,2,1,1,1,0,1,3,1,1,0,1,0,0,5,2,0
3,3,0,0,8,8,London,0,1,3,4,2,1,4,4,1,1,1,0,0,0,1,1,0,2,1,1,2,1,0,2,2,1,0,0,2,1,3,2,1
2,4,0,0,9,7,Worcester,0,0,3,3,0,2,4,4,1,1,3,0,0,1,0,0,0,2,0,1,4,0,0,3,4,1,0,1,1,1,2,2,0
2,2,0,0,9,9,Cardiff,2,0,1,2,1,1,6,6,0,1,1,1,0,0,2,1,1,0,1,1,1,3,1,1,1,1,0,1,0,0,4,3,0
2,3,0,0,9,8,Manchester,0,0,3,2,1,0,4,5,1,1,1,2,1,1,0,0,0,0,1,0,1,4,3,1,1,2,0,1,1,1,4,2,0
3,4,0,0,8,7,Chester-le-Street,1,0,2,2,0,0,7,5,1,1,0,2,0,1,2,0,1,0,1,0,2,4,1,1,0,2,1,1,1,1,2,2,1
4,1,0,0,7,10,Birmingham,0,0,4,1,1,1,6,4,0,2,0,1,0,2,1,2,0,0,1,2,2,2,0,1,2,0,1,1,1,0,3,3,0
3,4,0,0,8,7,Southampton,1,0,2,3,0,2,6,4,1,1,1,1,0,0,1,1,2,0,1,0,2,2,2,1,0,2,1,0,0,2,2,3,1
6,4,0,0,5,7,Leeds,1,2,4,2,1,1,3,5,1,1,1,0,0,0,0,2,1,0,0,2,1,1,1,1,2,0,2,1,1,1,3,3,1
2,4,0,0,9,7,Hove,1,1,1,2,0,2,5,3,1,1,1,1,2,1,2,3,0,0,2,1,1,0,0,0,0,1,2,0,0,1,4,5,0
